year	week	rank	title_id	title	author
1981	1981-03-22	11	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-03-22	12	7064	UNFINISHED TALES	J. R. R. Tolkien
1981	1981-03-22	13	2770	LOON LAKE	E. L. Doctorow
1981	1981-03-22	14	5130	THE FIFTH HORSEMAN	Larry Collins and Dominique Lapierre
1981	1981-03-22	15	4862	THE COLLECTED STORIES OF EUDORA WELTY	Eudora Welty
1981	1981-03-29	1	4897	THE COVENANT	James A. Michener
1981	1981-03-29	2	819	BRAIN	Robin Cook
1981	1981-03-29	3	984	CENTURY	Fred Mustard Stewart
1981	1981-03-29	4	2921	MASQUERADE	Kit Williams
1981	1981-03-29	5	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-03-29	6	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-03-29	7	5529	THE KEY TO REBECCA	Ken Follett
1981	1981-03-29	8	1114	COME POUR THE WINE	Cynthia Freeman
1981	1981-03-29	9	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-03-29	10	4583	THE AVIATOR	Ernest K. Gann
1981	1981-03-29	11	1830	FIRESTARTER	Stephen King
1981	1981-03-29	12	3696	RAGE OF ANGELS	Sidney Sheldon
1981	1981-03-29	13	1144	CONGO	Michael Crichton
1981	1981-03-29	14	7064	UNFINISHED TALES	J. R. R. Tolkien
1981	1981-03-29	15	4862	THE COLLECTED STORIES OF EUDORA WELTY	Eudora Welty
1981	1981-04-05	1	4897	THE COVENANT	James A. Michener
1981	1981-04-05	2	2921	MASQUERADE	Kit Williams
1981	1981-04-05	3	984	CENTURY	Fred Mustard Stewart
1981	1981-04-05	4	819	BRAIN	Robin Cook
1981	1981-04-05	5	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-04-05	6	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-04-05	7	5529	THE KEY TO REBECCA	Ken Follett
1981	1981-04-05	8	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-04-05	9	1176	CREATION	Gore Vidal
1981	1981-04-05	10	1114	COME POUR THE WINE	Cynthia Freeman
1981	1981-04-05	11	7064	UNFINISHED TALES	J. R. R. Tolkien
1981	1981-04-05	12	1144	CONGO	Michael Crichton
1981	1981-04-05	13	1830	FIRESTARTER	Stephen King
1981	1981-04-05	14	4583	THE AVIATOR	Ernest K. Gann
1981	1981-04-05	15	3696	RAGE OF ANGELS	Sidney Sheldon
1981	1981-04-12	1	4897	THE COVENANT	James A. Michener
1981	1981-04-12	2	2921	MASQUERADE	Kit Williams
1981	1981-04-12	3	984	CENTURY	Fred Mustard Stewart
1981	1981-04-12	4	819	BRAIN	Robin Cook
1981	1981-04-12	5	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-04-12	6	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-04-12	7	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-04-12	8	3750	REFLEX	Dick Francis
1981	1981-04-12	9	5529	THE KEY TO REBECCA	Ken Follett
1981	1981-04-12	10	1830	FIRESTARTER	Stephen King
1981	1981-04-12	11	2036	GORKY PARK	Martin Cruz Smith
1981	1981-04-12	12	3696	RAGE OF ANGELS	Sidney Sheldon
1981	1981-04-12	13	1114	COME POUR THE WINE	Cynthia Freeman
1981	1981-04-12	14	4583	THE AVIATOR	Ernest K. Gann
1981	1981-04-12	15	1176	CREATION	Gore Vidal
1981	1981-04-19	1	4897	THE COVENANT	James A. Michener
1981	1981-04-19	2	2921	MASQUERADE	Kit Williams
1981	1981-04-19	3	984	CENTURY	Fred Mustard Stewart
1981	1981-04-19	4	819	BRAIN	Robin Cook
1981	1981-04-19	5	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-04-19	6	1176	CREATION	Gore Vidal
1981	1981-04-19	7	4449	TAR BABY	Toni Morrison
1981	1981-04-19	8	2036	GORKY PARK	Martin Cruz Smith
1981	1981-04-19	9	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-04-19	10	3750	REFLEX	Dick Francis
1981	1981-04-19	11	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-04-19	12	1114	COME POUR THE WINE	Cynthia Freeman
1981	1981-04-19	13	5529	THE KEY TO REBECCA	Ken Follett
1981	1981-04-19	14	4583	THE AVIATOR	Ernest K. Gann
1981	1981-04-19	15	1830	FIRESTARTER	Stephen King
1981	1981-04-26	1	2036	GORKY PARK	Martin Cruz Smith
1981	1981-04-26	2	2921	MASQUERADE	Kit Williams
1981	1981-04-26	3	4897	THE COVENANT	James A. Michener
1981	1981-04-26	4	1176	CREATION	Gore Vidal
1981	1981-04-26	5	3750	REFLEX	Dick Francis
1981	1981-04-26	6	984	CENTURY	Fred Mustard Stewart
1981	1981-04-26	7	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-04-26	8	819	BRAIN	Robin Cook
1981	1981-04-26	9	4449	TAR BABY	Toni Morrison
1981	1981-04-26	10	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-04-26	11	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-04-26	12	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-04-26	13	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-04-26	14	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-04-26	15	5795	THE MIDWIFE	Gay Courter
1981	1981-05-03	1	2036	GORKY PARK	Martin Cruz Smith
1981	1981-05-03	2	1176	CREATION	Gore Vidal
1981	1981-05-03	3	4897	THE COVENANT	James A. Michener
1981	1981-05-03	4	2921	MASQUERADE	Kit Williams
1981	1981-05-03	5	3750	REFLEX	Dick Francis
1981	1981-05-03	6	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-05-03	7	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-05-03	8	984	CENTURY	Fred Mustard Stewart
1981	1981-05-03	9	819	BRAIN	Robin Cook
1981	1981-05-03	10	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-05-03	11	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-05-03	12	4449	TAR BABY	Toni Morrison
1981	1981-05-03	13	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-05-03	14	5795	THE MIDWIFE	Gay Courter
1981	1981-05-03	15	5916	THE OFFICERS' WIVES	Thomas Fleming
1981	1981-05-10	1	3278	NOBLE HOUSE	James Clavell
1981	1981-05-10	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-05-10	3	2921	MASQUERADE	Kit Williams
1981	1981-05-10	4	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-05-10	5	1176	CREATION	Gore Vidal
1981	1981-05-10	6	3750	REFLEX	Dick Francis
1981	1981-05-10	7	4897	THE COVENANT	James A. Michener
1981	1981-05-10	8	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-05-10	9	984	CENTURY	Fred Mustard Stewart
1981	1981-05-10	10	4961	THE DELTA DECISION	Wilbur Smith
1981	1981-05-10	11	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-05-10	12	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-05-10	13	819	BRAIN	Robin Cook
1981	1981-05-10	14	4449	TAR BABY	Toni Morrison
1981	1981-05-10	15	5916	THE OFFICERS' WIVES	Thomas Fleming
1981	1981-05-17	1	3278	NOBLE HOUSE	James Clavell
1981	1981-05-17	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-05-17	3	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-05-17	4	2921	MASQUERADE	Kit Williams
1981	1981-05-17	5	3750	REFLEX	Dick Francis
1981	1981-05-17	6	1176	CREATION	Gore Vidal
1981	1981-05-17	7	4897	THE COVENANT	James A. Michener
1981	1981-05-17	8	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-05-17	9	984	CENTURY	Fred Mustard Stewart
1981	1981-05-17	10	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-05-17	11	4449	TAR BABY	Toni Morrison
1981	1981-05-17	12	819	BRAIN	Robin Cook
1981	1981-05-17	13	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-05-17	14	7380	XPD	Len Deighton
1981	1981-05-17	15	479	ANSWER AS A MAN	Taylor Caldwell
1981	1981-05-24	1	3278	NOBLE HOUSE	James Clavell
1981	1981-05-24	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-05-24	3	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-05-24	4	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-05-24	5	3750	REFLEX	Dick Francis
1981	1981-05-24	6	4449	TAR BABY	Toni Morrison
1981	1981-05-24	7	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-05-24	8	2921	MASQUERADE	Kit Williams
1981	1981-05-24	9	1176	CREATION	Gore Vidal
1981	1981-05-24	10	7380	XPD	Len Deighton
1981	1981-05-24	11	4897	THE COVENANT	James A. Michener
1981	1981-05-24	12	984	CENTURY	Fred Mustard Stewart
1981	1981-05-24	13	2687	LICENSE RENEWED	John Gardner
1981	1981-05-24	14	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-05-24	15	4114	SIRENS	Eric Van Lustbader
1981	1981-05-31	1	3278	NOBLE HOUSE	James Clavell
1981	1981-05-31	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-05-31	3	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-05-31	4	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-05-31	5	4897	THE COVENANT	James A. Michener
1981	1981-05-31	6	1176	CREATION	Gore Vidal
1981	1981-05-31	7	4449	TAR BABY	Toni Morrison
1981	1981-05-31	8	3750	REFLEX	Dick Francis
1981	1981-05-31	9	2921	MASQUERADE	Kit Williams
1981	1981-05-31	10	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-05-31	11	7380	XPD	Len Deighton
1981	1981-05-31	12	984	CENTURY	Fred Mustard Stewart
1981	1981-05-31	13	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-05-31	14	2687	LICENSE RENEWED	John Gardner
1981	1981-05-31	15	5795	THE MIDWIFE	Gay Courter
1981	1981-06-07	1	3278	NOBLE HOUSE	James Clavell
1981	1981-06-07	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-06-07	3	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-06-07	4	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-06-07	5	4897	THE COVENANT	James A. Michener
1981	1981-06-07	6	4449	TAR BABY	Toni Morrison
1981	1981-06-07	7	1176	CREATION	Gore Vidal
1981	1981-06-07	8	3750	REFLEX	Dick Francis
1981	1981-06-07	9	2921	MASQUERADE	Kit Williams
1981	1981-06-07	10	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-06-07	11	7380	XPD	Len Deighton
1981	1981-06-07	12	984	CENTURY	Fred Mustard Stewart
1981	1981-06-07	13	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-06-07	14	4114	SIRENS	Eric Van Lustbader
1981	1981-06-07	15	5916	THE OFFICERS' WIVES	Thomas Fleming
1981	1981-06-14	1	3278	NOBLE HOUSE	James Clavell
1981	1981-06-14	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-06-14	3	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-06-14	4	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-06-14	5	4897	THE COVENANT	James A. Michener
1981	1981-06-14	6	7380	XPD	Len Deighton
1981	1981-06-14	7	2921	MASQUERADE	Kit Williams
1981	1981-06-14	8	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-06-14	9	1176	CREATION	Gore Vidal
1981	1981-06-14	10	3750	REFLEX	Dick Francis
1981	1981-06-14	11	4449	TAR BABY	Toni Morrison
1981	1981-06-14	12	984	CENTURY	Fred Mustard Stewart
1981	1981-06-14	13	4114	SIRENS	Eric Van Lustbader
1981	1981-06-14	14	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-06-14	15	4875	THE COMPANY OF WOMEN	Mary Gordon
1981	1981-06-21	1	3278	NOBLE HOUSE	James Clavell
1981	1981-06-21	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-06-21	3	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-06-21	4	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-06-21	5	4449	TAR BABY	Toni Morrison
1981	1981-06-21	6	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-06-21	7	4897	THE COVENANT	James A. Michener
1981	1981-06-21	8	7380	XPD	Len Deighton
1981	1981-06-21	9	2921	MASQUERADE	Kit Williams
1981	1981-06-21	10	1176	CREATION	Gore Vidal
1981	1981-06-21	11	3750	REFLEX	Dick Francis
1981	1981-06-21	12	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-06-21	13	984	CENTURY	Fred Mustard Stewart
1981	1981-06-21	14	4114	SIRENS	Eric Van Lustbader
1981	1981-06-21	15	5795	THE MIDWIFE	Gay Courter
1981	1981-06-28	1	3278	NOBLE HOUSE	James Clavell
1981	1981-06-28	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-06-28	3	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-06-28	4	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-06-28	5	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-06-28	6	2921	MASQUERADE	Kit Williams
1981	1981-06-28	7	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-06-28	8	5273	THE GLITTER DOME	Joseph Wambaugh
1981	1981-06-28	9	4760	THE CARDINAL SINS	Andrew M. Greeley
1981	1981-06-28	10	7380	XPD	Len Deighton
1981	1981-06-28	11	2687	LICENSE RENEWED	John Gardner
1981	1981-06-28	12	4897	THE COVENANT	James A. Michener
1981	1981-06-28	13	1176	CREATION	Gore Vidal
1981	1981-06-28	14	4449	TAR BABY	Toni Morrison
1981	1981-06-28	15	3750	REFLEX	Dick Francis
1981	1981-07-05	1	3278	NOBLE HOUSE	James Clavell
1981	1981-07-05	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-07-05	3	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-07-05	4	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-07-05	5	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-07-05	6	2921	MASQUERADE	Kit Williams
1981	1981-07-05	7	4897	THE COVENANT	James A. Michener
1981	1981-07-05	8	4760	THE CARDINAL SINS	Andrew M. Greeley
1981	1981-07-05	9	2687	LICENSE RENEWED	John Gardner
1981	1981-07-05	10	5273	THE GLITTER DOME	Joseph Wambaugh
1981	1981-07-05	11	7380	XPD	Len Deighton
1981	1981-07-05	12	3750	REFLEX	Dick Francis
1981	1981-07-05	13	4449	TAR BABY	Toni Morrison
1981	1981-07-05	14	1176	CREATION	Gore Vidal
1981	1981-07-05	15	7421	ZUCKERMAN UNBOUND	Philip Roth
1981	1981-07-12	1	3278	NOBLE HOUSE	James Clavell
1981	1981-07-12	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-07-12	3	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-07-12	4	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-07-12	5	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-07-12	6	5273	THE GLITTER DOME	Joseph Wambaugh
1981	1981-07-12	7	7380	XPD	Len Deighton
1981	1981-07-12	8	4897	THE COVENANT	James A. Michener
1981	1981-07-12	9	2687	LICENSE RENEWED	John Gardner
1981	1981-07-12	10	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-07-12	11	4760	THE CARDINAL SINS	Andrew M. Greeley
1981	1981-07-12	12	1176	CREATION	Gore Vidal
1981	1981-07-12	13	2921	MASQUERADE	Kit Williams
1981	1981-07-12	14	3750	REFLEX	Dick Francis
1981	1981-07-12	15	4449	TAR BABY	Toni Morrison
1981	1981-07-19	1	3278	NOBLE HOUSE	James Clavell
1981	1981-07-19	2	2036	GORKY PARK	Martin Cruz Smith
1981	1981-07-19	3	2033	GOODBYE, JANETTE	Harold Robbins
1981	1981-07-19	4	5273	THE GLITTER DOME	Joseph Wambaugh
1981	1981-07-19	5	2003	GOD EMPEROR OF DUNE	Frank Herbert
1981	1981-07-19	6	1921	FREE FALL IN CRIMSON	John D. MacDonald
1981	1981-07-19	7	4897	THE COVENANT	James A. Michener
1981	1981-07-19	8	7380	XPD	Len Deighton
1981	1981-07-19	9	2687	LICENSE RENEWED	John Gardner
1981	1981-07-19	10	6681	THE WHITE HOTEL	D. M. Thomas
1981	1981-07-19	11	4760	THE CARDINAL SINS	Andrew M. Greeley
1981	1981-07-19	12	1176	CREATION	Gore Vidal
1981	1981-07-19	13	3750	REFLEX	Dick Francis
1981	1981-07-19	14	2921	MASQUERADE	Kit Williams
